zip,Tot_Srvcs,Tot_Benes,Avg_Mdcr_Alowd_Amt,age_65_plus,median_income,population,pct_bachelors_plus,cluster,sub_cluster,avg_services,avg_benes,avg_cost,cost_zscore,is_outlier,explanation
11783,118786.2,64661,97.311766083893,3287.0,157983.0,21916.0,0.4052047052638496,4.0,4_1,210991.9873828224,60342.91411198379,95.59890116521127,0.03796667717561357,False,Normal
11784,85348.5,28712,62.75840390552872,3290.0,108913.0,25425.0,0.5227708951317397,4.0,4_0,210991.9873828224,60342.91411198379,95.59890116521127,-0.7279292979533937,False,Normal
11786,21480.8,11416,97.85586159888784,783.0,162143.0,6559.0,0.3523022432113341,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.02905602243723523,False,Normal
11787,2168772.6,464063,130.1901227116341,5241.0,139239.0,34408.0,0.3421913158657229,4.0,4_1,210991.9873828224,60342.91411198379,95.59890116521127,0.7667351507052447,False,Normal
11788,240755.0,85677,164.87594647912482,2383.0,139903.0,17017.0,0.3349294354838709,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,0.8522068125999032,False,Normal
11789,2322.0,931,130.58908592316922,823.0,123794.0,7434.0,0.4638971315529179,1.0,1_0,20495.80140403931,6233.69381142672,103.36427979052264,0.2230712729860363,False,Normal
11790,269050.5,119864,103.18829182835478,2371.0,145545.0,19282.0,0.2295009405776253,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,0.04106135491397583,False,Normal
11791,493333.0,136367,129.88621391531444,3614.0,190347.0,25631.0,0.2075371861955435,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,0.39211860215558086,False,Normal
11792,388672.4,34551,86.49884791927347,1388.0,147563.0,8595.0,0.3716872427983539,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.1783920623831329,False,Normal
11793,163625.7,60307,103.41181610732514,4468.0,164773.0,30865.0,0.3899523765057428,4.0,4_1,210991.9873828224,60342.91411198379,95.59890116521127,0.1731779407544056,False,Normal
11794,1073110.5,462303,121.45952001616834,0.0,-666666666.0,1425.0,0.087719298245614,3.0,3_1,53172.544444444444,24913.830555555556,107.4112925807272,0.0868093021405063,False,Normal
11795,675336.3,302973,112.10129250167876,3284.0,161533.0,25650.0,0.379404721176873,4.0,4_1,210991.9873828224,60342.91411198379,95.59890116521127,0.36578539128439064,False,Normal
11796,10083.0,8085,84.72750669940787,520.0,156136.0,3843.0,0.4324227174694464,1.0,1_0,20495.80140403931,6233.69381142672,103.36427979052264,-0.15270370255462082,False,Normal
11797,542537.0,154496,129.29266254612122,2352.0,193866.0,9203.0,0.2454413892908827,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,0.38431385581289695,False,Normal
11798,17661.8,3976,110.62699783242174,1784.0,94409.0,18355.0,0.4693248909044237,4.0,4_0,210991.9873828224,60342.91411198379,95.59890116521127,0.3331067666252503,False,Normal
11801,2967010.2,1727181,79.51091073561366,6399.0,138289.0,41967.0,0.3976515076126978,2.0,2_1,411953.7785202864,119907.65298329356,102.61456718389444,-0.6571328479032448,False,Normal
11803,846563.5,302744,146.0813568847631,5635.0,179197.0,30298.0,0.2463871120587538,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,0.6050723403161947,False,Normal
11804,543.0,80,95.8095593485,576.0,173750.0,4443.0,0.2749671484888304,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.05596333127968394,False,Normal
11901,1750942.0,376093,105.36154817656087,7107.0,78857.0,32330.0,0.4964385652505724,2.0,2_0,411953.7785202864,119907.65298329356,102.61456718389444,0.07813185098592064,False,Normal
11930,29263.0,5607,56.11369330680923,307.0,139917.0,741.0,0.2275747508305647,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.5779335960095424,False,Normal
11931,1785.0,1316,34.9640311636,0.0,-666666666.0,0.0,,,,,,,,False,Normal
11932,8256.0,3028,89.12266390358823,239.0,179844.0,1032.0,0.2162849872773536,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.14389088983038323,False,Normal
11933,3594.0,2119,80.55182175686365,1696.0,84176.0,6975.0,0.4969313743723266,1.0,1_1,20495.80140403931,6233.69381142672,103.36427979052264,-0.18691791701710642,False,Normal
11934,38380.3,13930,80.62276658097625,980.0,145275.0,7778.0,0.3928155339805825,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.2556580358349756,False,Normal
11935,34087.0,3688,44.00079036323847,848.0,126071.0,2847.0,0.2828865979381443,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.7372090013996754,False,Normal
11937,60642.0,22345,71.3655045902,4004.0,114290.0,21040.0,0.3077819500194225,0.0,0_1,188876.44943783068,58011.8287037037,100.06557363098949,-0.3773839477202154,False,Normal
11939,594.0,580,143.91112903066667,572.0,100682.0,1564.0,0.3768227168073676,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,0.5765355046079852,False,Normal
11940,19185.5,8460,101.5433316528374,1175.0,128598.0,5462.0,0.5313720385316324,1.0,1_0,20495.80140403931,6233.69381142672,103.36427979052264,-0.01492026121823895,False,Normal
11941,3275.0,2891,86.68389505872221,522.0,119846.0,2493.0,0.3818565400843882,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.17595883409018875,False,Normal
11942,11549.0,1683,64.07434505785184,1265.0,104680.0,5620.0,0.3002629691608893,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.4732571166615448,False,Normal
11944,20068.0,7772,104.37117781637215,1178.0,78615.0,4799.0,0.4044229791560752,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,0.056615400558482215,False,Normal
11946,63006.4,31648,87.05299209455104,3030.0,117342.0,17517.0,0.3997247186462634,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.171105490487602,False,Normal
11949,49569.0,14549,117.06213591711304,2259.0,125926.0,13194.0,0.580655098059349,1.0,1_1,20495.80140403931,6233.69381142672,103.36427979052264,0.11223581128366532,False,Normal
11950,16061.2,2126,88.82545947769167,1603.0,96165.0,16379.0,0.5854967792309194,1.0,1_1,20495.80140403931,6233.69381142672,103.36427979052264,-0.11912640035329322,False,Normal
11951,11364.2,1426,113.235102065745,1400.0,99040.0,14969.0,0.5366953669536695,1.0,1_1,20495.80140403931,6233.69381142672,103.36427979052264,0.08087833131389584,False,Normal
11952,29263.9,18805,101.97740573557064,1343.0,107077.0,5231.0,0.3958849776896381,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,0.025139129316367508,False,Normal
11953,29166.2,8462,72.56041918052841,2536.0,89802.0,13701.0,0.5158227848101266,1.0,1_1,20495.80140403931,6233.69381142672,103.36427979052264,-0.252396890015534,False,Normal
11954,14538.0,1631,69.29093728251725,838.0,138900.0,4322.0,0.3774223315902799,0.0,0_0,188876.44943783068,58011.8287037037,100.06557363098949,-0.40466292043878,False,Normal
